|n1|rel|n2
4723|that|Moment_of|Good cholesterol
4724|cooked by my mother|Moment_of|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4725|that|Moment_of|bad cholesterol
4726|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|defines|Ivory
4727|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream|defines|white
4728|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|defines|Ivory
4729|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream|defines|white
4730|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|opposed|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4731|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|opposed|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4732|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|Moment_of|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant
4733|Ivory|Moment_of|Ivory
4734|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|Moment_of|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4735|Ivory|Moment_of|white
4736|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream|Moment_of|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant
4737|white|Moment_of|Ivory
4738|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream|Moment_of|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4739|white|Moment_of|white
4740|is mine|defines|This
4741|over there is yours|defines|That
4742|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body|defines|Good cholesterol
4743|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual|defines|bad cholesterol
4744|will only perform aggregate and summation activities on the data that shares a significant number of similarities . It is important to highlight that one can not calculate the average of a data that is not similar|defines|Group by
4745|ensures that all operations that are carried out to sort out data are done in either ascending or descending order . This means that the data will be displayed in a manner that is easy to read and understand|defines|order by
4746|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|defines|progressivism
4747|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance|defines|Populism
4748|is mine|opposed|over there is yours
4749|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body|opposed|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4750|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual|opposed|will only perform aggregate and summation activities on the data that shares a significant number of similarities . It is important to highlight that one can not calculate the average of a data that is not similar
4751|will only perform aggregate and summation activities on the data that shares a significant number of similarities . It is important to highlight that one can not calculate the average of a data that is not similar|opposed|ensures that all operations that are carried out to sort out data are done in either ascending or descending order . This means that the data will be displayed in a manner that is easy to read and understand
4752|ensures that all operations that are carried out to sort out data are done in either ascending or descending order . This means that the data will be displayed in a manner that is easy to read and understand|opposed|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection
4753|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection|opposed|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
4754|is mine|Moment_of|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body
4755|This|Moment_of|Good cholesterol
4756|is mine|Moment_of|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4757|This|Moment_of|bad cholesterol
4758|is mine|Moment_of|will only perform aggregate and summation activities on the data that shares a significant number of similarities . It is important to highlight that one can not calculate the average of a data that is not similar
4759|This|Moment_of|Group by
4760|is mine|Moment_of|ensures that all operations that are carried out to sort out data are done in either ascending or descending order . This means that the data will be displayed in a manner that is easy to read and understand
4761|This|Moment_of|order by
4762|is mine|Moment_of|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection
4763|This|Moment_of|progressivism
4764|is mine|Moment_of|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
4765|This|Moment_of|Populism
4766|over there is yours|Moment_of|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body
4767|That|Moment_of|Good cholesterol
4768|over there is yours|Moment_of|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4769|That|Moment_of|bad cholesterol
4770|over there is yours|Moment_of|will only perform aggregate and summation activities on the data that shares a significant number of similarities . It is important to highlight that one can not calculate the average of a data that is not similar
4771|That|Moment_of|Group by
4772|over there is yours|Moment_of|ensures that all operations that are carried out to sort out data are done in either ascending or descending order . This means that the data will be displayed in a manner that is easy to read and understand
4773|That|Moment_of|order by
4774|over there is yours|Moment_of|is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection
4775|That|Moment_of|progressivism
4776|over there is yours|Moment_of|is the other side of the same coin . It is a down - up movement , which suggests more involvement of the masses with regard to the procurement of ideas and also with important decision - making . It is in this light that popular social groups or organizations for the masses were formed like the Grange and Farmers ’ Alliance
4777|That|Moment_of|Populism
4778|: Blood clots are thick and sticky clumps of dried blood|defines|Blood clot
4779|: Miscarriage is a disturbed pregnancy that ends before the fetus is able to survive outside the uterus|defines|Miscarriage
4780|: Blood clots are uniform red blood clumps . An ultrasound scan shows them as black areas|defines|Blood clot
4781|: During miscarriage grayish tissue parts are discharged , together with blood clots . An ultrasound scan shows the products of conception as white areas|defines|Miscarriage
4782|: Blood clots are thick and sticky clumps of dried blood|opposed|: Miscarriage is a disturbed pregnancy that ends before the fetus is able to survive outside the uterus
4783|: Blood clots are uniform red blood clumps . An ultrasound scan shows them as black areas|opposed|: During miscarriage grayish tissue parts are discharged , together with blood clots . An ultrasound scan shows the products of conception as white areas
4784|: Blood clots are thick and sticky clumps of dried blood|Moment_of|: Blood clots are uniform red blood clumps . An ultrasound scan shows them as black areas
4785|Blood clot|Moment_of|Blood clot
4786|: Blood clots are thick and sticky clumps of dried blood|Moment_of|: During miscarriage grayish tissue parts are discharged , together with blood clots . An ultrasound scan shows the products of conception as white areas
4787|Blood clot|Moment_of|Miscarriage
4788|: Miscarriage is a disturbed pregnancy that ends before the fetus is able to survive outside the uterus|Moment_of|: Blood clots are uniform red blood clumps . An ultrasound scan shows them as black areas
4789|Miscarriage|Moment_of|Blood clot
4790|: Miscarriage is a disturbed pregnancy that ends before the fetus is able to survive outside the uterus|Moment_of|: During miscarriage grayish tissue parts are discharged , together with blood clots . An ultrasound scan shows the products of conception as white areas
4791|Miscarriage|Moment_of|Miscarriage
4792|Most women love wearing the elegant and unsullied color called as their wedding gown and would probably be aghast by the idea of wearing anything other than white|defines|white
4793|a huge number of women are opting for shades of wedding gowns . This is because while white can show off the paleness of their skin , ivory white can actually be flattering to their pale complexion|defines|ivory
4794|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|defines|Ivory
4795|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream|defines|white
4796|Most women love wearing the elegant and unsullied color called as their wedding gown and would probably be aghast by the idea of wearing anything other than white|opposed|a huge number of women are opting for shades of wedding gowns . This is because while white can show off the paleness of their skin , ivory white can actually be flattering to their pale complexion
4797|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant|opposed|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4798|Most women love wearing the elegant and unsullied color called as their wedding gown and would probably be aghast by the idea of wearing anything other than white|Moment_of|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant
4799|white|Moment_of|Ivory
4800|Most women love wearing the elegant and unsullied color called as their wedding gown and would probably be aghast by the idea of wearing anything other than white|Moment_of|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4801|white|Moment_of|white
4802|a huge number of women are opting for shades of wedding gowns . This is because while white can show off the paleness of their skin , ivory white can actually be flattering to their pale complexion|Moment_of|is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant
4803|ivory|Moment_of|Ivory
4804|a huge number of women are opting for shades of wedding gowns . This is because while white can show off the paleness of their skin , ivory white can actually be flattering to their pale complexion|Moment_of|In terms of color , is a bright , pristine white with no mixes or shades of any other color ‘ “ like pure milk . On the other hand , ivory has a slight tint of yellow or cream
4805|ivory|Moment_of|white
4806|points to something nearby|defines|This
4807|points to something “ over there . ”|defines|that
4808|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body|defines|Good cholesterol
4809|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual|defines|bad cholesterol
4810|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals|defines|security
4811|the of a person is mostly installed so that a person can be protected against unintended accidents . For example , individuals are required to wear safety clothes in an organization that deals with chemicals so that they can be protected against the accidents|defines|safety
4812|points to something nearby|opposed|points to something “ over there . ”
4813|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body|opposed|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4814|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual|opposed|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals
4815|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals|opposed|the of a person is mostly installed so that a person can be protected against unintended accidents . For example , individuals are required to wear safety clothes in an organization that deals with chemicals so that they can be protected against the accidents
4816|points to something nearby|Moment_of|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body
4817|This|Moment_of|Good cholesterol
4818|points to something nearby|Moment_of|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4819|This|Moment_of|bad cholesterol
4820|points to something nearby|Moment_of|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals
4821|This|Moment_of|security
4822|points to something nearby|Moment_of|the of a person is mostly installed so that a person can be protected against unintended accidents . For example , individuals are required to wear safety clothes in an organization that deals with chemicals so that they can be protected against the accidents
4823|This|Moment_of|safety
4824|points to something “ over there . ”|Moment_of|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body
4825|that|Moment_of|Good cholesterol
4826|points to something “ over there . ”|Moment_of|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4827|that|Moment_of|bad cholesterol
4828|points to something “ over there . ”|Moment_of|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals
4829|that|Moment_of|security
4830|points to something “ over there . ”|Moment_of|the of a person is mostly installed so that a person can be protected against unintended accidents . For example , individuals are required to wear safety clothes in an organization that deals with chemicals so that they can be protected against the accidents
4831|that|Moment_of|safety
4832|A gains profits by selling goods and services and making use of a market as its intended receivers ( of goods and services )|defines|business
4833|a also earns profits implemented taxes imposed on eligible workers , businesses , and other various entities . Governments can also earn profits by imposing a transaction fee for a particular service in the various government agencies and offices . A government can also own businesses or corporations to increase its assets|defines|government
4834|believe that a smaller government is better . According to the Republican view , the government should have less responsibilities and should not interfere in the economic sphere|defines|Republicans
4835|believe that the government should have a strong role in helping and supporting Americans . The intervention of the government in the public sphere includes the creation of regulation for businesses and for the health care system|defines|Democrats
4836|A gains profits by selling goods and services and making use of a market as its intended receivers ( of goods and services )|opposed|a also earns profits implemented taxes imposed on eligible workers , businesses , and other various entities . Governments can also earn profits by imposing a transaction fee for a particular service in the various government agencies and offices . A government can also own businesses or corporations to increase its assets
4837|believe that a smaller government is better . According to the Republican view , the government should have less responsibilities and should not interfere in the economic sphere|opposed|believe that the government should have a strong role in helping and supporting Americans . The intervention of the government in the public sphere includes the creation of regulation for businesses and for the health care system
4838|A gains profits by selling goods and services and making use of a market as its intended receivers ( of goods and services )|Moment_of|believe that a smaller government is better . According to the Republican view , the government should have less responsibilities and should not interfere in the economic sphere
4839|business|Moment_of|Republicans
4840|A gains profits by selling goods and services and making use of a market as its intended receivers ( of goods and services )|Moment_of|believe that the government should have a strong role in helping and supporting Americans . The intervention of the government in the public sphere includes the creation of regulation for businesses and for the health care system
4841|business|Moment_of|Democrats
4842|a also earns profits implemented taxes imposed on eligible workers , businesses , and other various entities . Governments can also earn profits by imposing a transaction fee for a particular service in the various government agencies and offices . A government can also own businesses or corporations to increase its assets|Moment_of|believe that a smaller government is better . According to the Republican view , the government should have less responsibilities and should not interfere in the economic sphere
4843|government|Moment_of|Republicans
4844|a also earns profits implemented taxes imposed on eligible workers , businesses , and other various entities . Governments can also earn profits by imposing a transaction fee for a particular service in the various government agencies and offices . A government can also own businesses or corporations to increase its assets|Moment_of|believe that the government should have a strong role in helping and supporting Americans . The intervention of the government in the public sphere includes the creation of regulation for businesses and for the health care system
4845|government|Moment_of|Democrats
4846|desk is hers|defines|This
4847|desk is mine|defines|that
4848|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body|defines|Good cholesterol
4849|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual|defines|bad cholesterol
4850|, in its natural state , exists as a liquid . The hydrogen atoms inside the water molecules are not sufficiently close ; hence the hydrogen bonding between the molecules is constantly forming and breaking . This causes water to lack a distinct structure , and gives it its fluid appearance . In its liquid state , a water molecule is on average only hydrogen-bonded to approximately 3.4 neighbouring water molecules at any one time . The density of liquid water is 1.00 g/cubic cm|defines|Water
4851|is the solid form of water . Ice has a rigid lattice structure , in a tetrahedral crystalline form which resembles giant molecular elements . Its appears in various forms , such as in hard amalgamated crystals like ice cubes , or loosely accumulated granules like in snow . Unlike liquid water , hydrogen bonding plays a stronger role in the density and shape of ice than the covalent bonds as the water molecules are pressed against each other very closely . This causes the repelling nature of like-like charges to overcome the forces of attraction in the structure , causing ice to exhibit the unusual characteristic of becoming less dense as it cools , where conventional wisdom declares that the lower the temperature the denser a matter becomes . The density of ice is 0.931 g/cubic cm|defines|ice
4852|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals|defines|security
4853|the of a person is mostly installed so that a person can be protected against unintended accidents . For example , individuals are required to wear safety clothes in an organization that deals with chemicals so that they can be protected against the accidents|defines|safety
4854|desk is hers|opposed|desk is mine
4855|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body|opposed|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual
4856|is called low - density lipoprotein . It is the complete opposite of good cholesterol in its composition . This means that there are more lipids found in each low - density lipoprotein molecule , as compared to high - density lipoproteins . These molecules are responsible for carrying lipoproteins from the liver to the blood stream . In turn , it causes these cholesterol molecules to accumulate in the veins and the arteries , causing a thickening of the vein and artery walls . Eventually , the cholesterol will also end up making its way to the blood vessels around the heart . This thickening of the walls of the blood vessels will not only restrict blood flow , but also cause the heart to work harder than usual|opposed|, in its natural state , exists as a liquid . The hydrogen atoms inside the water molecules are not sufficiently close ; hence the hydrogen bonding between the molecules is constantly forming and breaking . This causes water to lack a distinct structure , and gives it its fluid appearance . In its liquid state , a water molecule is on average only hydrogen-bonded to approximately 3.4 neighbouring water molecules at any one time . The density of liquid water is 1.00 g/cubic cm
4857|, in its natural state , exists as a liquid . The hydrogen atoms inside the water molecules are not sufficiently close ; hence the hydrogen bonding between the molecules is constantly forming and breaking . This causes water to lack a distinct structure , and gives it its fluid appearance . In its liquid state , a water molecule is on average only hydrogen-bonded to approximately 3.4 neighbouring water molecules at any one time . The density of liquid water is 1.00 g/cubic cm|opposed|is the solid form of water . Ice has a rigid lattice structure , in a tetrahedral crystalline form which resembles giant molecular elements . Its appears in various forms , such as in hard amalgamated crystals like ice cubes , or loosely accumulated granules like in snow . Unlike liquid water , hydrogen bonding plays a stronger role in the density and shape of ice than the covalent bonds as the water molecules are pressed against each other very closely . This causes the repelling nature of like-like charges to overcome the forces of attraction in the structure , causing ice to exhibit the unusual characteristic of becoming less dense as it cools , where conventional wisdom declares that the lower the temperature the denser a matter becomes . The density of ice is 0.931 g/cubic cm
4858|is the solid form of water . Ice has a rigid lattice structure , in a tetrahedral crystalline form which resembles giant molecular elements . Its appears in various forms , such as in hard amalgamated crystals like ice cubes , or loosely accumulated granules like in snow . Unlike liquid water , hydrogen bonding plays a stronger role in the density and shape of ice than the covalent bonds as the water molecules are pressed against each other very closely . This causes the repelling nature of like-like charges to overcome the forces of attraction in the structure , causing ice to exhibit the unusual characteristic of becoming less dense as it cools , where conventional wisdom declares that the lower the temperature the denser a matter becomes . The density of ice is 0.931 g/cubic cm|opposed|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals
4859|The other notable difference between security and safety is that is the protection against deliberate threats while safety is the aspect of being secure against unintended threats . People and properties are usually protected against deliberate threats that are caused by criminals who have the intention to sabotage the operations of the company , steal resources of the organization , or harm an individual . This means that security is geared towards the protection against criminal activities that are perpetuated by criminals|opposed|the of a person is mostly installed so that a person can be protected against unintended accidents . For example , individuals are required to wear safety clothes in an organization that deals with chemicals so that they can be protected against the accidents
4860|desk is hers|Moment_of|is also called high - density lipoprotein . This particular type of cholesterol contains more proteins than lipids . Due to the fact that it contains more proteins than lipids , it tends to bind with additional lipids found in the blood stream , allowing it to be brought into the liver for processing , and then naturally used and expelled by the body
