,n1,rel,n20|is the quality of a statement being true or accurate|defines|Truth
2091|, which generally refers to a building with the land surrounding it , is tangible and immovable property|defines|Premises
2092|can be either tangible , intangible , movable or immovable|defines|Property
2093|, which generally refers to a building with the land surrounding it , is tangible and immovable property|defines|Premises
2094|can be either tangible , intangible , movable or immovable|opposed|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2095|can be either tangible , intangible , movable or immovable|opposed|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2096|can be either tangible , intangible , movable or immovable|Based_on|can be either tangible , intangible , movable or immovable
2097|can be either tangible , intangible , movable or immovable|Based_on|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2098|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|can be either tangible , intangible , movable or immovable
2099|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2100|refers to anything that is owned by a person or an entity|defines|Property
2101|refer to land and buildings and other structures on it|defines|premises
2102|is a property of premises and conclusions|defines|truth
2103|is a property of arguments|defines|validity
2104|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings and other structures on it
2105|is a property of premises and conclusions|opposed|is a property of arguments
2106|refers to anything that is owned by a person or an entity|Based_on|is a property of premises and conclusions
2107|refers to anything that is owned by a person or an entity|Based_on|is a property of arguments
2108|refer to land and buildings and other structures on it|Based_on|is a property of premises and conclusions
2109|refer to land and buildings and other structures on it|Based_on|is a property of arguments
2110|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
2111|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
2112|the is determined by various factors such as common sense , personal experience , investigation , etc .|defines|truth of a premise or a conclusion
2113|when the conclusion follows logically from the premises|defines|an argument is valid
2114|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
2115|the is determined by various factors such as common sense , personal experience , investigation , etc .|opposed|when the conclusion follows logically from the premises
2116|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|the is determined by various factors such as common sense , personal experience , investigation , etc .
2117|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|when the conclusion follows logically from the premises
2118|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|the is determined by various factors such as common sense , personal experience , investigation , etc .
2119|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|when the conclusion follows logically from the premises
2120|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
2121|A argument is not necessarily a sound argument|defines|valid
2122|A is an argument that is valid and has true premises|defines|sound argument
2123|an is an argument that is invalid or has at least one false premises|defines|unsound argument
2124|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|opposed|A argument is not necessarily a sound argument
2125|A is an argument that is valid and has true premises|opposed|an is an argument that is invalid or has at least one false premises
2126|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|A is an argument that is valid and has true premises
2127|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|an is an argument that is invalid or has at least one false premises
2128|A argument is not necessarily a sound argument|Based_on|A is an argument that is valid and has true premises
2129|A argument is not necessarily a sound argument|Based_on|an is an argument that is invalid or has at least one false premises
2130|is generally used in cases where there is a limited choice|defines|which
2131|is used when the choice is bigger|defines|what
2132|can be either tangible , intangible , movable or immovable|defines|Property
2133|, which generally refers to a building with the land surrounding it , is tangible and immovable property|defines|Premises
2134|is generally used in cases where there is a limited choice|opposed|is used when the choice is bigger
2135|can be either tangible , intangible , movable or immovable|opposed|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2136|is generally used in cases where there is a limited choice|Based_on|can be either tangible , intangible , movable or immovable
2137|is generally used in cases where there is a limited choice|Based_on|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2138|is used when the choice is bigger|Based_on|can be either tangible , intangible , movable or immovable
2139|is used when the choice is bigger|Based_on|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2140|is the systematic study of the form of arguments|defines|logic
2141|is the application of logic to understand and judge something|defines|reason
2142|is the quality of a statement being true or accurate|defines|Truth
2143|An argument is when its conclusion follows logically from the premises|defines|valid
2144|is the systematic study of the form of arguments|opposed|is the application of logic to understand and judge something
2145|is the quality of a statement being true or accurate|opposed|An argument is when its conclusion follows logically from the premises
2146|is the systematic study of the form of arguments|Based_on|is the quality of a statement being true or accurate
2147|is the systematic study of the form of arguments|Based_on|An argument is when its conclusion follows logically from the premises
2148|is the application of logic to understand and judge something|Based_on|is the quality of a statement being true or accurate
2149|is the application of logic to understand and judge something|Based_on|An argument is when its conclusion follows logically from the premises
2150|is the systematic study of the form of arguments|defines|Logic
2151|is the power of the mind to think , understand , and form judgments logically|defines|Reason
2152|is the quality of a statement being true or accurate|defines|Truth
2153|An argument is when its conclusion follows logically from the premises|defines|valid
2154|is the systematic study of the form of arguments|opposed|is the power of the mind to think , understand , and form judgments logically
2155|is the quality of a statement being true or accurate|opposed|An argument is when its conclusion follows logically from the premises
2156|is the systematic study of the form of arguments|Based_on|is the quality of a statement being true or accurate
2157|is the systematic study of the form of arguments|Based_on|An argument is when its conclusion follows logically from the premises
2158|is the power of the mind to think , understand , and form judgments logically|Based_on|is the quality of a statement being true or accurate
2159|is the power of the mind to think , understand , and form judgments logically|Based_on|An argument is when its conclusion follows logically from the premises
2160|is a noun|defines|Logic
2161|is a noun and a verb|defines|Reason
2162|the is determined by various factors such as common sense , personal experience , investigation , etc .|defines|truth of a premise or a conclusion
2163|when the conclusion follows logically from the premises|defines|an argument is valid
2164|is a noun|opposed|is a noun and a verb
2165|the is determined by various factors such as common sense , personal experience , investigation , etc .|opposed|when the conclusion follows logically from the premises
2166|is a noun|Based_on|the is determined by various factors such as common sense , personal experience , investigation , etc .
2167|is a noun|Based_on|when the conclusion follows logically from the premises
2168|is a noun and a verb|Based_on|the is determined by various factors such as common sense , personal experience , investigation , etc .
2169|is a noun and a verb|Based_on|when the conclusion follows logically from the premises
2170|A simply refers to a cause or explanation . It explains why someone did something or why something happened|defines|reason
2171|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|defines|excuse
2172|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|defines|Reason
2173|has nothing to do with judgment , conception , reasoning and intuition for that matter|defines|cause
2174|A simply refers to a cause or explanation . It explains why someone did something or why something happened|opposed|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
2175|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|opposed|has nothing to do with judgment , conception , reasoning and intuition for that matter
2176|A simply refers to a cause or explanation . It explains why someone did something or why something happened|Based_on|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too
2177|A simply refers to a cause or explanation . It explains why someone did something or why something happened|Based_on|has nothing to do with judgment , conception , reasoning and intuition for that matter
2178|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|Based_on|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too
2179|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|Based_on|has nothing to do with judgment , conception , reasoning and intuition for that matter
2180|: A reason simply refers to a cause or explanation|defines|Reason
2181|: An excuse is a type of reason that specifically justifies or defends a fault|defines|Excuse
2182|: A reason merely explains something|defines|Reason
2183|: An excuse justifies the fault|defines|Excuse
2184|: A reason simply refers to a cause or explanation|opposed|: An excuse is a type of reason that specifically justifies or defends a fault
2185|: A reason merely explains something|opposed|: An excuse justifies the fault
2186|: A reason simply refers to a cause or explanation|Based_on|: A reason merely explains something
2187|: A reason simply refers to a cause or explanation|Based_on|: An excuse justifies the fault
2188|: An excuse is a type of reason that specifically justifies or defends a fault|Based_on|: A reason merely explains something
2189|: An excuse is a type of reason that specifically justifies or defends a fault|Based_on|: An excuse justifies the fault
2190|: A reason merely explains something|defines|Reason
2191|: An excuse justifies the fault|defines|Excuse
2192|: A reason simply refers to a cause or explanation|defines|Reason
2193|: An excuse is a type of reason that specifically justifies or defends a fault|defines|Excuse
2194|: A reason merely explains something|opposed|: An excuse justifies the fault
2195|: A reason simply refers to a cause or explanation|opposed|: An excuse is a type of reason that specifically justifies or defends a fault
2196|: A reason merely explains something|Based_on|: A reason simply refers to a cause or explanation
2197|: A reason merely explains something|Based_on|: An excuse is a type of reason that specifically justifies or defends a fault
2198|: An excuse justifies the fault|Based_on|: A reason simply refers to a cause or explanation
2199|: An excuse justifies the fault|Based_on|: An excuse is a type of reason that specifically justifies or defends a fault
2200|: The main function is not to justify , but to explain|defines|Reason
2201|: The main function is to justify or defend a fault|defines|Excuse
2202|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|defines|premise
2203|A in an argument is the main point the arguer is trying to prove|defines|conclusion
2204|: The main function is not to justify , but to explain|opposed|: The main function is to justify or defend a fault
2205|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|opposed|A in an argument is the main point the arguer is trying to prove
2206|: The main function is not to justify , but to explain|Based_on|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise
2207|: The main function is not to justify , but to explain|Based_on|A in an argument is the main point the arguer is trying to prove
2208|: The main function is to justify or defend a fault|Based_on|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise
2209|: The main function is to justify or defend a fault|Based_on|A in an argument is the main point the arguer is trying to prove
2210|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|defines|cause
2211|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|defines|reason
2212|A simply refers to a cause or explanation . It explains why someone did something or why something happened|defines|reason
2213|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|defines|excuse
2214|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|opposed|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
2215|A simply refers to a cause or explanation . It explains why someone did something or why something happened|opposed|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
2216|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|Based_on|A simply refers to a cause or explanation . It explains why someone did something or why something happened
2217|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|Based_on|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
2218|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|Based_on|A simply refers to a cause or explanation . It explains why someone did something or why something happened
2219|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|Based_on|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
2220|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|defines|Reason
2221|has nothing to do with judgment , conception , reasoning and intuition for that matter|defines|cause
2222|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|defines|cause
2223|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|defines|reason
2224|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|opposed|has nothing to do with judgment , conception , reasoning and intuition for that matter
2225|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|opposed|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
2226|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|Based_on|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause
2227|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|Based_on|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
2228|has nothing to do with judgment , conception , reasoning and intuition for that matter|Based_on|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause
2229|has nothing to do with judgment , conception , reasoning and intuition for that matter|Based_on|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
2230|means good enough or something that is sufficient for a need or requirement|defines|Adequate
2231|is used in situations where you mean to say sufficient|defines|Enough
2232|means good enough or something that is sufficient for a need or requirement|defines|Adequate
2233|is used in situations where you mean to say sufficient|defines|Enough
2234|means good enough or something that is sufficient for a need or requirement|opposed|is used in situations where you mean to say sufficient
2235|means good enough or something that is sufficient for a need or requirement|opposed|is used in situations where you mean to say sufficient
2236|means good enough or something that is sufficient for a need or requirement|Based_on|means good enough or something that is sufficient for a need or requirement
2237|means good enough or something that is sufficient for a need or requirement|Based_on|is used in situations where you mean to say sufficient
2238|is used in situations where you mean to say sufficient|Based_on|means good enough or something that is sufficient for a need or requirement
2239|is used in situations where you mean to say sufficient|Based_on|is used in situations where you mean to say sufficient
2240|can not change in a short period of time|defines|character
2241|can change in a short period of time|defines|attitude
2242|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits|defines|Virtues
2243|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like|defines|Vices
2244|can not change in a short period of time|opposed|can change in a short period of time
2245|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits|opposed|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like
2246|can not change in a short period of time|Based_on|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits
2247|can not change in a short period of time|Based_on|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like
2248|can change in a short period of time|Based_on|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits
2249|can change in a short period of time|Based_on|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like
2250|is always based on reality|defines|truth
2251|can be sometimes based on falsehood|defines|knowledge
2252|is a philosophical theory that states that the only authentic knowledge is scientific knowledge|defines|Positivism
2253|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )|defines|empiricism
2254|is always based on reality|opposed|can be sometimes based on falsehood
2255|is a philosophical theory that states that the only authentic knowledge is scientific knowledge|opposed|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )
2256|is always based on reality|Based_on|is a philosophical theory that states that the only authentic knowledge is scientific knowledge
2257|is always based on reality|Based_on|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )
2258|can be sometimes based on falsehood|Based_on|is a philosophical theory that states that the only authentic knowledge is scientific knowledge
2259|can be sometimes based on falsehood|Based_on|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )
2260|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|defines|expectations
2261|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|defines|reality
2262|is always based on reality|defines|truth
2263|can be sometimes based on falsehood|defines|knowledge
2264|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|opposed|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
2265|is always based on reality|opposed|can be sometimes based on falsehood
2266|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|Based_on|is always based on reality
2267|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|Based_on|can be sometimes based on falsehood
2268|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|Based_on|is always based on reality
2269|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|Based_on|can be sometimes based on falsehood
2270|is the way how a person understands something and different people may have different perceptions for the same thing|defines|Perception
2271|, on the other hand , is the truth and the actual existence of something|defines|Realty
2272|is the way how a person understands something and different people may have different perceptions for the same thing|defines|Perception
2273|, on the other hand , is the truth and the actual existence of something|defines|Realty
2274|is the way how a person understands something and different people may have different perceptions for the same thing|opposed|, on the other hand , is the truth and the actual existence of something
2275|is the way how a person understands something and different people may have different perceptions for the same thing|opposed|, on the other hand , is the truth and the actual existence of something
2276|is the way how a person understands something and different people may have different perceptions for the same thing|Based_on|is the way how a person understands something and different people may have different perceptions for the same thing
2277|is the way how a person understands something and different people may have different perceptions for the same thing|Based_on|, on the other hand , is the truth and the actual existence of something
2278|, on the other hand , is the truth and the actual existence of something|Based_on|is the way how a person understands something and different people may have different perceptions for the same thing
2279|, on the other hand , is the truth and the actual existence of something|Based_on|, on the other hand , is the truth and the actual existence of something
2280|is a property of premises and conclusions|defines|truth
2281|is a property of arguments|defines|validity
2282|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|defines|reality
2283|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|defines|truth
2284|is a property of premises and conclusions|opposed|is a property of arguments
2285|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|opposed|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2286|is a property of premises and conclusions|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
2287|is a property of premises and conclusions|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2288|is a property of arguments|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
2289|is a property of arguments|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
2290|is the quality of a statement being true or accurate|defines|Truth
2291|An argument is when its conclusion follows logically from the premises|defines|valid
2292|a argument is valid and has true premises|defines|sound
2293|an argument is invalid and/or has at least one false premises|defines|unsound
2294|is the quality of a statement being true or accurate|opposed|An argument is when its conclusion follows logically from the premises
2295|a argument is valid and has true premises|opposed|an argument is invalid and/or has at least one false premises
2296|is the quality of a statement being true or accurate|Based_on|a argument is valid and has true premises
2297|is the quality of a statement being true or accurate|Based_on|an argument is invalid and/or has at least one false premises
2298|An argument is when its conclusion follows logically from the premises|Based_on|a argument is valid and has true premises
2299|An argument is when its conclusion follows logically from the premises|Based_on|an argument is invalid and/or has at least one false premises
2300|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|defines|premise
2301|A in an argument is the main point the arguer is trying to prove|defines|conclusion
2302|The refers to the process of deriving generalizations from specific observations|defines|former
2303|the refers to the process of drawing specific conclusions from general statements / observations|defines|latter
2304|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|opposed|A in an argument is the main point the arguer is trying to prove
2305|The refers to the process of deriving generalizations from specific observations|opposed|the refers to the process of drawing specific conclusions from general statements / observations
2306|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|The refers to the process of deriving generalizations from specific observations
2307|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
2308|A in an argument is the main point the arguer is trying to prove|Based_on|The refers to the process of deriving generalizations from specific observations
2309|A in an argument is the main point the arguer is trying to prove|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
2310|is a property of premises and conclusions|defines|truth
2311|is a property of arguments|defines|validity
2312|is only limited to telling the truth|defines|truthfulness
2313|also includes the quality of being sincere|defines|being honest
2314|is a property of premises and conclusions|opposed|is a property of arguments
2315|is only limited to telling the truth|opposed|also includes the quality of being sincere
2316|is a property of premises and conclusions|Based_on|is only limited to telling the truth
2317|is a property of premises and conclusions|Based_on|also includes the quality of being sincere
2318|is a property of arguments|Based_on|is only limited to telling the truth
2319|is a property of arguments|Based_on|also includes the quality of being sincere
2320|refers to anything that is owned by a person or an entity|defines|property
2321|refer to land and buildings on it|defines|premises
2322|is a property of premises and conclusions|defines|truth
2323|is a property of arguments|defines|validity
2324|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings on it
2325|is a property of premises and conclusions|opposed|is a property of arguments
2326|refers to anything that is owned by a person or an entity|Based_on|is a property of premises and conclusions
2327|refers to anything that is owned by a person or an entity|Based_on|is a property of arguments
2328|refer to land and buildings on it|Based_on|is a property of premises and conclusions
2329|refer to land and buildings on it|Based_on|is a property of arguments
2330|can be either tangible , intangible , movable or immovable|defines|Property
2331|, which generally refers to a building with the land surrounding it , is tangible and immovable property|defines|Premises
2332|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
2333|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
2334|can be either tangible , intangible , movable or immovable|opposed|, which generally refers to a building with the land surrounding it , is tangible and immovable property
2335|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
2336|can be either tangible , intangible , movable or immovable|Based_on|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner
2337|can be either tangible , intangible , movable or immovable|Based_on|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
2338|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner
2339|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
2340|refers to anything that is owned by a person or an entity|defines|Property
2341|refer to land and buildings and other structures on it|defines|premises
2342|is a property of premises and conclusions|defines|truth
2343|is a property of arguments|defines|validity
2344|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings and other structures on it
2345|is a property of premises and conclusions|opposed|is a property of arguments
2346|refers to anything that is owned by a person or an entity|Based_on|is a property of premises and conclusions
2347|refers to anything that is owned by a person or an entity|Based_on|is a property of arguments
2348|refer to land and buildings and other structures on it|Based_on|is a property of premises and conclusions
2349|refer to land and buildings and other structures on it|Based_on|is a property of arguments
2350|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
2351|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
2352|is a property of premises and conclusions|defines|truth
2353|is a property of arguments|defines|validity
2354|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
2355|is a property of premises and conclusions|opposed|is a property of arguments
2356|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|is a property of premises and conclusions
2357|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|is a property of arguments
2358|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|is a property of premises and conclusions
2359|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|is a property of arguments
2360|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
2361|A argument is not necessarily a sound argument|defines|valid
2362|a argument is valid and has true premises|defines|sound
2363|an argument is invalid and/or has at least one false premises|defines|unsound
2364|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|opposed|A argument is not necessarily a sound argument
2365|a argument is valid and has true premises|opposed|an argument is invalid and/or has at least one false premises
2366|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|a argument is valid and has true premises
2367|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|an argument is invalid and/or has at least one false premises
2368|A argument is not necessarily a sound argument|Based_on|a argument is valid and has true premises
2369|A argument is not necessarily a sound argument|Based_on|an argument is invalid and/or has at least one false premises
2370|A is an argument that is valid and has true premises|defines|sound argument
2371|an is an argument that is invalid or has at least one false premises|defines|unsound argument
2372|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
2373|A argument is not necessarily a sound argument|defines|valid
2374|A is an argument that is valid and has true premises|opposed|an is an argument that is invalid or has at least one false premises
2375|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|opposed|A argument is not necessarily a sound argument
2376|A is an argument that is valid and has true premises|Based_on|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true
2377|A is an argument that is valid and has true premises|Based_on|A argument is not necessarily a sound argument
